geo,age,sex,pop
FR,Y45-49,total,4555756 
FR,Y5-9,total,4122551 
FR,Y50-54,total,4460465 
FR,Y55-59,total,4327805 
FR,Y60-64,total,4081786 
FR,Y65-69,total,3917445 
FR,Y70-74,total,3266695 
FR,Y75-79,total,2179268 
FR,Y80-84,total,1874151 
FR,Y_GE75,total,6285933 
FR,Y_GE80,total,4106665 
FR,Y_GE85,total,2232514 
FR,Y_LT5,total,3741707 
HR,TOTAL,female,2103674 
HR,UNK,female,0 
HR,Y10-14,female,97340 
HR,Y15-19,female,99495 
HR,Y20-24,female,116776 
HR,Y25-29,female,116308 
HR,Y30-34,female,128438 
HR,Y35-39,female,138338 
HR,Y40-44,female,135763 
HR,Y45-49,female,132683 
HR,Y5-9,female,98066 
HR,Y50-54,female,144566 
HR,Y55-59,female,152665 
HR,Y60-64,female,154934 
HR,Y65-69,female,141425 
HR,Y70-74,female,109146 
HR,Y75-79,female,101545 
HR,Y80-84,female,82757 
HR,Y_GE75,female,247766 
HR,Y_GE80,female,146221 
HR,Y_GE85,female,63464 
HR,Y_LT5,female,89965 
HR,TOTAL,male,1972572 
HR,UNK,male,0 
HR,Y10-14,male,103125 
HR,Y15-19,male,104954 
HR,Y20-24,male,123799 
HR,Y25-29,male,123105 
HR,Y30-34,male,133589 
HR,Y35-39,male,143693 
HR,Y40-44,male,139620 
HR,Y45-49,male,134088 
HR,Y5-9,male,104128 
HR,Y50-54,male,140758 
HR,Y55-59,male,143565 
HR,Y60-64,male,142724 
HR,Y65-69,male,121354 
HR,Y70-74,male,81201 
HR,Y75-79,male,66295 
HR,Y80-84,male,45618 
HR,Y_GE75,male,137707 
HR,Y_GE80,male,71412 
HR,Y_GE85,male,25794 
HR,Y_LT5,male,95162 
HR,TOTAL,total,4076246 
HR,UNK,total,0 
HR,Y10-14,total,200465 
HR,Y15-19,total,204449 
HR,Y20-24,total,240575 
HR,Y25-29,total,239413 
HR,Y30-34,total,262027 
HR,Y35-39,total,282031 
HR,Y40-44,total,275383 
HR,Y45-49,total,266771 
HR,Y5-9,total,202194 
HR,Y50-54,total,285324 
HR,Y55-59,total,296230 
HR,Y60-64,total,297658 
HR,Y65-69,total,262779 
HR,Y70-74,total,190347 
HR,Y75-79,total,167840 
HR,Y80-84,total,128375 
HR,Y_GE75,total,385473 
HR,Y_GE80,total,217633 
HR,Y_GE85,total,89258 
HR,Y_LT5,total,185127 
HU,TOTAL,female,5096935 
HU,UNK,female,0 
HU,Y10-14,female,240423 
HU,Y15-19,female,236508 
HU,Y20-24,female,272262 
HU,Y25-29,female,303908 
HU,Y30-34,female,296687 
HU,Y35-39,female,336011 
HU,Y40-44,female,422530 
HU,Y45-49,female,357079 
HU,Y5-9,female,223294 
HU,Y50-54,female,322650 
HU,Y55-59,female,304742 
HU,Y60-64,female,379905 
HU,Y65-69,female,352328 
HU,Y70-74,female,283333 
HU,Y75-79,female,231599 
HU,Y80-84,female,161883 
HU,Y_GE75,female,537207 
HU,Y_GE80,female,305608 
HU,Y_GE85,female,143725 
HU,Y_LT5,female,228068 
HU,TOTAL,male,4675821 
HU,UNK,male,0 
HU,Y10-14,male,253532 
HU,Y15-19,male,250546 
HU,Y20-24,male,289541 
HU,Y25-29,male,325446 
HU,Y30-34,male,315030 
HU,Y35-39,male,345806 
HU,Y40-44,male,433920 
HU,Y45-49,male,362642 
HU,Y5-9,male,235885 
HU,Y50-54,male,315080 
HU,Y55-59,male,275799 
HU,Y60-64,male,314966 
HU,Y65-69,male,265009 
HU,Y70-74,male,191850 
HU,Y75-79,male,132807 
HU,Y80-84,male,73952 
HU,Y_GE75,male,260232 
HU,Y_GE80,male,127425 
HU,Y_GE85,male,53473 
HU,Y_LT5,male,240537 
HU,TOTAL,total,9772756 
HU,UNK,total,0 
HU,Y10-14,total,493955 
HU,Y15-19,total,487054 
HU,Y20-24,total,561803 
HU,Y25-29,total,629354 
HU,Y30-34,total,611717 
HU,Y35-39,total,681817 
HU,Y40-44,total,856450 
HU,Y45-49,total,719721 
HU,Y5-9,total,459179 
HU,Y50-54,total,637730 
HU,Y55-59,total,580541 
HU,Y60-64,total,694871 
HU,Y65-69,total,617337 
HU,Y70-74,total,475183 
HU,Y75-79,total,364406 
HU,Y80-84,total,235835 
HU,Y_GE75,total,797439 
HU,Y_GE80,total,433033 
HU,Y_GE85,total,197198 
HU,Y_LT5,total,468605 
IE,TOTAL,female,2475359 
IE,UNK,female,0 
IE,Y10-14,female,165152 
IE,Y15-19,female,156421 
IE,Y20-24,female,144826 
IE,Y25-29,female,144638 
IE,Y30-34,female,172410 
IE,Y35-39,female,205518 
IE,Y40-44,female,191398 
IE,Y45-49,female,174839 
IE,Y5-9,female,172765 
IE,Y50-54,female,155590 
IE,Y55-59,female,143830 
IE,Y60-64,female,126620 
IE,Y65-69,female,110324 
IE,Y70-74,female,93118 
IE,Y75-79,female,66216 
IE,Y80-84,female,48526 
IE,Y_GE75,female,163447 
IE,Y_GE80,female,97231 
IE,Y_GE85,female,48705 
IE,Y_LT5,female,154463 
IE,TOTAL,male,2428881 
IE,UNK,male,0 
IE,Y10-14,male,173776 
IE,Y15-19,male,162916 
IE,Y20-24,male,151356 
IE,Y25-29,male,145083 
IE,Y30-34,male,159864 
IE,Y35-39,male,191965 
IE,Y40-44,male,186232 
IE,Y45-49,male,173137 
IE,Y5-9,male,180638 
IE,Y50-54,male,153407 
IE,Y55-59,male,140325 
IE,Y60-64,male,124668 
IE,Y65-69,male,108056 
IE,Y70-74,male,90052 
IE,Y75-79,male,59849 
IE,Y80-84,male,38567 
IE,Y_GE75,male,126442 
IE,Y_GE80,male,66593 
IE,Y_GE85,male,28026 
IE,Y_LT5,male,160964 
IE,TOTAL,total,4904240 
IE,UNK,total,0 
IE,Y10-14,total,338928 
IE,Y15-19,total,319337 
IE,Y20-24,total,296182 
IE,Y25-29,total,289721 
IE,Y30-34,total,332274 
IE,Y35-39,total,397483 
IE,Y40-44,total,377630 
IE,Y45-49,total,347976 
IE,Y5-9,total,353403 
IE,Y50-54,total,308997 
IE,Y55-59,total,284155 
IE,Y60-64,total,251288 
IE,Y65-69,total,218380 
IE,Y70-74,total,183170 
IE,Y75-79,total,126065 
IE,Y80-84,total,87093 
IE,Y_GE75,total,289889 
IE,Y_GE80,total,163824 
IE,Y_GE85,total,76731 
IE,Y_LT5,total,315427 
IS,TOTAL,female,174154 
IS,UNK,female,0 
IS,Y10-14,female,11167 
IS,Y15-19,female,10909 
IS,Y20-24,female,12473 
IS,Y25-29,female,13769 
IS,Y30-34,female,12006 
IS,Y35-39,female,12011 
IS,Y40-44,female,10991 
IS,Y45-49,female,10867 
IS,Y5-9,female,11569 
IS,Y50-54,female,10949 
IS,Y55-59,female,10824 
IS,Y60-64,female,9856 
IS,Y65-69,female,8165 
IS,Y70-74,female,6529 
IS,Y75-79,female,4587 
IS,Y80-84,female,3289 
IS,Y_GE75,female,11795 
IS,Y_GE80,female,7208 
IS,Y_GE85,female,3919 
IS,Y_LT5,female,10274 
IS,TOTAL,male,182837 
IS,UNK,male,0 
IS,Y10-14,male,11802 
IS,Y15-19,male,11036 
IS,Y20-24,male,13440 
IS,Y25-29,male,15802 
IS,Y30-34,male,13983 
IS,Y35-39,male,13650 
IS,Y40-44,male,12052 
IS,Y45-49,male,11687 
IS,Y5-9,male,12051 
IS,Y50-54,male,11141 
IS,Y55-59,male,11013 
IS,Y60-64,male,9976 
IS,Y65-69,male,8380 
IS,Y70-74,male,6485 
IS,Y75-79,male,4115 
IS,Y80-84,male,2793 
IS,Y_GE75,male,9385 
IS,Y_GE80,male,5270 
IS,Y_GE85,male,2477 
IS,Y_LT5,male,10954 
IS,TOTAL,total,356991 
IS,UNK,total,0 
IS,Y10-14,total,22969 
IS,Y15-19,total,21945 
IS,Y20-24,total,25913 
IS,Y25-29,total,29571 
IS,Y30-34,total,25989 
IS,Y35-39,total,25661 
IS,Y40-44,total,23043 
IS,Y45-49,total,22554 
IS,Y5-9,total,23620 
IS,Y50-54,total,22090 
IS,Y55-59,total,21837 
IS,Y60-64,total,19832 
IS,Y65-69,total,16545 
IS,Y70-74,total,13014 
IS,Y75-79,total,8702 
IS,Y80-84,total,6082 
IS,Y_GE75,total,21180 
IS,Y_GE80,total,12478 
IS,Y_GE85,total,6396 
IS,Y_LT5,total,21228 
IT,TOTAL,female,30974780 
IT,UNK,female,0 
IT,Y10-14,female,1393040 
IT,Y15-19,female,1395234 
IT,Y20-24,female,1423224 
IT,Y25-29,female,1565842 
IT,Y30-34,female,1668144 
IT,Y35-39,female,1846923 
IT,Y40-44,female,2214897 
IT,Y45-49,female,2433968 
IT,Y5-9,female,1322302 
IT,Y50-54,female,2503912 
IT,Y55-59,female,2269709 
IT,Y60-64,female,1997803 
IT,Y65-69,female,1828370 
IT,Y70-74,female,1722428 
IT,Y75-79,female,1513105 
IT,Y80-84,female,1276137 
IT,Y_GE75,female,4237898 
IT,Y_GE80,female,2724793 
IT,Y_GE85,female,1448656 
IT,Y_LT5,female,1151086 
IT,TOTAL,male,29384766 
IT,UNK,male,0 
IT,Y10-14,male,1478693 
IT,Y15-19,male,1501907 
IT,Y20-24,male,1567021 
IT,Y25-29,male,1645183 
IT,Y30-34,male,1701202 
IT,Y35-39,male,1857949 
IT,Y40-44,male,2203460 
IT,Y45-49,male,2390329 
IT,Y5-9,male,1400494 
IT,Y50-54,male,2430424 
IT,Y55-59,male,2148186 
IT,Y60-64,male,1848434 
IT,Y65-69,male,1662603 
IT,Y70-74,male,1511424 
IT,Y75-79,male,1215576 
IT,Y80-84,male,900445 
IT,Y_GE75,male,2820857 
IT,Y_GE80,male,1605281 
IT,Y_GE85,male,704836 
IT,Y_LT5,male,1216600 
IT,TOTAL,total,60359546 
IT,UNK,total,0 
IT,Y10-14,total,2871733 
IT,Y15-19,total,2897141 
IT,Y20-24,total,2990245 
IT,Y25-29,total,3211025 
IT,Y30-34,total,3369346 
IT,Y35-39,total,3704872 
IT,Y40-44,total,4418357 
IT,Y45-49,total,4824297 
IT,Y5-9,total,2722796 
IT,Y50-54,total,4934336 
IT,Y55-59,total,4417895 
IT,Y60-64,total,3846237 
IT,Y65-69,total,3490973 
IT,Y70-74,total,3233852 
IT,Y75-79,total,2728681 
IT,Y80-84,total,2176582 
IT,Y_GE75,total,7058755 
IT,Y_GE80,total,4330074 
IT,Y_GE85,total,2153492 
IT,Y_LT5,total,2367686 
LI,TOTAL,female,19353 
LI,UNK,female,0 
LI,Y10-14,female,927 
LI,Y15-19,female,977 
LI,Y20-24,female,1089 
LI,Y25-29,female,1146 
LI,Y30-34,female,1220 
LI,Y35-39,female,1230 
LI,Y40-44,female,1279 
LI,Y45-49,female,1509 
LI,Y5-9,female,891 
LI,Y50-54,female,1679 
LI,Y55-59,female,1559 
LI,Y60-64,female,1296 
LI,Y65-69,female,1082 
LI,Y70-74,female,957 
LI,Y75-79,female,743 
LI,Y80-84,female,462 
LI,Y_GE75,female,1653 
LI,Y_GE80,female,910 
LI,Y_GE85,female,448 
LI,Y_LT5,female,859 
LI,TOTAL,male,19025 
LI,UNK,male,0 
LI,Y10-14,male,991 
LI,Y15-19,male,996 
LI,Y20-24,male,1133 
LI,Y25-29,male,1171 
LI,Y30-34,male,1185 
LI,Y35-39,male,1253 
LI,Y40-44,male,1269 
LI,Y45-49,male,1514 
LI,Y5-9,male,1015 
LI,Y50-54,male,1581 
LI,Y55-59,male,1520 
LI,Y60-64,male,1256 
LI,Y65-69,male,1060 
LI,Y70-74,male,922 
LI,Y75-79,male,641 
LI,Y80-84,male,326 
LI,Y_GE75,male,1187 
LI,Y_GE80,male,546 
LI,Y_GE85,male,220 
LI,Y_LT5,male,972 
LI,TOTAL,total,38378 
LI,UNK,total,0 
LI,Y10-14,total,1918 
LI,Y15-19,total,1973 
LI,Y20-24,total,2222 
LI,Y25-29,total,2317 
LI,Y30-34,total,2405 
LI,Y35-39,total,2483 
LI,Y40-44,total,2548 
LI,Y45-49,total,3023 
LI,Y5-9,total,1906 
LI,Y50-54,total,3260 
LI,Y55-59,total,3079 
LI,Y60-64,total,2552 
LI,Y65-69,total,2142 
LI,Y70-74,total,1879 
LI,Y75-79,total,1384 
LI,Y80-84,total,788 
LI,Y_GE75,total,2840 
LI,Y_GE80,total,1456 
LI,Y_GE85,total,668 
LI,Y_LT5,total,1831 
LT,TOTAL,female,1498593 
LT,UNK,female,0 
LT,Y10-14,female,63347 
LT,Y15-19,female,66488 
LT,Y20-24,female,76250 
LT,Y25-29,female,89864 
LT,Y30-34,female,88434 
LT,Y35-39,female,81209 
LT,Y40-44,female,88979 
LT,Y45-49,female,101896 
LT,Y5-9,female,70592 
LT,Y50-54,female,106932 
LT,Y55-59,female,120272 
LT,Y60-64,female,106473 
LT,Y65-69,female,93331 
LT,Y70-74,female,76517 
LT,Y75-79,female,78031 
LT,Y80-84,female,63532 
LT,Y_GE75,female,196203 
LT,Y_GE80,female,118172 
LT,Y_GE85,female,54640 
LT,Y_LT5,female,71806 
LT,TOTAL,male,1295591 
LT,UNK,male,0 
LT,Y10-14,male,66121 
LT,Y15-19,male,70331 
LT,Y20-24,male,81359 
LT,Y25-29,male,97849 
LT,Y30-34,male,95412 
LT,Y35-39,male,85415 
LT,Y40-44,male,87125 
LT,Y45-49,male,96254 
LT,Y5-9,male,74096 
LT,Y50-54,male,96263 
LT,Y55-59,male,101577 
LT,Y60-64,male,81572 
LT,Y65-69,male,62020 
LT,Y70-74,male,43246 
LT,Y75-79,male,37689 
LT,Y80-84,male,25937 
LT,Y_GE75,male,81056 
LT,Y_GE80,male,43367 
LT,Y_GE85,male,17430 
LT,Y_LT5,male,75895 
LT,TOTAL,total,2794184 
LT,UNK,total,0 
LT,Y10-14,total,129468 
LT,Y15-19,total,136819 
LT,Y20-24,total,157609 
LT,Y25-29,total,187713 
LT,Y30-34,total,183846 
LT,Y35-39,total,166624 
LT,Y40-44,total,176104 
LT,Y45-49,total,198150 
LT,Y5-9,total,144688 
LT,Y50-54,total,203195 
LT,Y55-59,total,221849 
LT,Y60-64,total,188045 
LT,Y65-69,total,155351 
LT,Y70-74,total,119763 
LT,Y75-79,total,115720 
LT,Y80-84,total,89469 
LT,Y_GE75,total,277259 
LT,Y_GE80,total,161539 
LT,Y_GE85,total,72070 
LT,Y_LT5,total,147701 
LU,TOTAL,female,305174 
LU,UNK,female,0 
LU,Y10-14,female,15859 
LU,Y15-19,female,16109 
LU,Y20-24,female,18576 
LU,Y25-29,female,22415 
LU,Y30-34,female,23812 
LU,Y35-39,female,23871 
LU,Y40-44,female,22825 
LU,Y45-49,female,22442 
LU,Y5-9,female,16280 
LU,Y50-54,female,22237 
LU,Y55-59,female,19859 
LU,Y60-64,female,16508 
LU,Y65-69,female,13438 
LU,Y70-74,female,10801 
LU,Y75-79,female,8950 
LU,Y80-84,female,7239 
LU,Y_GE75,female,24211 
LU,Y_GE80,female,15261 
LU,Y_GE85,female,8022 
LU,Y_LT5,female,15931 
LU,TOTAL,male,308720 
LU,UNK,male,0 
LU,Y10-14,male,16801 
LU,Y15-19,male,17097 
LU,Y20-24,male,19462 
LU,Y25-29,male,23710 
LU,Y30-34,male,24051 
LU,Y35-39,male,24240 
LU,Y40-44,male,23352 
LU,Y45-49,male,23741 
LU,Y5-9,male,17075 
LU,Y50-54,male,24458 
LU,Y55-59,male,21271 
LU,Y60-64,male,16923 
LU,Y65-69,male,13274 
LU,Y70-74,male,10273 
LU,Y75-79,male,7310 
LU,Y80-84,male,5031 
LU,Y_GE75,male,16331 
LU,Y_GE80,male,9021 
LU,Y_GE85,male,3990 
LU,Y_LT5,male,16661 
LU,TOTAL,total,613894 
LU,UNK,total,0 
LU,Y10-14,total,32660 
LU,Y15-19,total,33206 
LU,Y20-24,total,38038 
LU,Y25-29,total,46125 
LU,Y30-34,total,47863 
LU,Y35-39,total,48111 
LU,Y40-44,total,46177 
LU,Y45-49,total,46183 
LU,Y5-9,total,33355 
LU,Y50-54,total,46695 
LU,Y55-59,total,41130 
LU,Y60-64,total,33431 
LU,Y65-69,total,26712 
LU,Y70-74,total,21074 
LU,Y75-79,total,16260 
LU,Y80-84,total,12270 
LU,Y_GE75,total,40542 
LU,Y_GE80,total,24282 
LU,Y_GE85,total,12012 
LU,Y_LT5,total,32592 
LV,TOTAL,female,1035059 
LV,UNK,female,0 
LV,Y10-14,female,49166 
LV,Y15-19,female,43386 
LV,Y20-24,female,41851 
LV,Y25-29,female,59947 
LV,Y30-34,female,67587 
LV,Y35-39,female,62978 
LV,Y40-44,female,63991 
LV,Y45-49,female,68254 
LV,Y5-9,female,47657 
LV,Y50-54,female,68068 
LV,Y55-59,female,77162 
LV,Y60-64,female,73417 
LV,Y65-69,female,66689 
LV,Y70-74,female,55230 
LV,Y75-79,female,58037 
LV,Y80-84,female,44049 
LV,Y_GE75,female,138696 
LV,Y_GE80,female,80659 
LV,Y_GE85,female,36610 
LV,Y_LT5,female,50980 
LV,TOTAL,male,884909 
LV,UNK,male,0 
LV,Y10-14,male,51525 
LV,Y15-19,male,45541 
LV,Y20-24,male,45226 
LV,Y25-29,male,63845 
LV,Y30-34,male,71430 
LV,Y35-39,male,64949 
LV,Y40-44,male,62361 
LV,Y45-49,male,64157 
LV,Y5-9,male,50564 
LV,Y50-54,male,61191 
LV,Y55-59,male,64246 
LV,Y60-64,male,56322 
LV,Y65-69,male,43780 
LV,Y70-74,male,31002 
LV,Y75-79,male,26728 
LV,Y80-84,male,16700 
LV,Y_GE75,male,53582 
LV,Y_GE80,male,26854 
LV,Y_GE85,male,10154 
LV,Y_LT5,male,55188 
LV,TOTAL,total,1919968 
LV,UNK,total,0 
LV,Y10-14,total,100691 
LV,Y15-19,total,88927 
LV,Y20-24,total,87077 
LV,Y25-29,total,123792 
LV,Y30-34,total,139017 
LV,Y35-39,total,127927 
LV,Y40-44,total,126352 
LV,Y45-49,total,132411 
LV,Y5-9,total,98221 
LV,Y50-54,total,129259 
LV,Y55-59,total,141408 
LV,Y60-64,total,129739 
LV,Y65-69,total,110469 
LV,Y70-74,total,86232 
LV,Y75-79,total,84765 
LV,Y80-84,total,60749 
LV,Y_GE75,total,192278 
LV,Y_GE80,total,107513 
LV,Y_GE85,total,46764 
LV,Y_LT5,total,106168 
ME,TOTAL,female,314470 
ME,UNK,female,0 
ME,Y10-14,female,17814 
ME,Y15-19,female,19425 
ME,Y20-24,female,19507 
ME,Y25-29,female,18927 
ME,Y30-34,female,22016 
ME,Y35-39,female,22529 
ME,Y40-44,female,21506 
ME,Y45-49,female,20661 
ME,Y5-9,female,17934 
ME,Y50-54,female,20408 
ME,Y55-59,female,21469 
ME,Y60-64,female,20792 
ME,Y65-69,female,18913 
ME,Y70-74,female,12301 
ME,Y75-79,female,10267 
ME,Y80-84,female,7441 
ME,Y_GE75,female,22444 
ME,Y_GE80,female,12177 
ME,Y_GE85,female,4736 
ME,Y_LT5,female,17824 
ME,TOTAL,male,307712 
ME,UNK,male,0 
ME,Y10-14,male,19475 
ME,Y15-19,male,20899 
ME,Y20-24,male,20751 
ME,Y25-29,male,20313 
ME,Y30-34,male,23297 
ME,Y35-39,male,22677 
ME,Y40-44,male,20908 
ME,Y45-49,male,19719 
ME,Y5-9,male,19471 
ME,Y50-54,male,19987 
ME,Y55-59,male,20427 
ME,Y60-64,male,19897 
ME,Y65-69,male,16370 
ME,Y70-74,male,9136 
ME,Y75-79,male,7074 
ME,Y80-84,male,5067 
ME,Y_GE75,male,15150 
ME,Y_GE80,male,8076 
ME,Y_GE85,male,3009 
ME,Y_LT5,male,19235 
ME,TOTAL,total,622182 
ME,UNK,total,0 
ME,Y10-14,total,37289 
ME,Y15-19,total,40324 
ME,Y20-24,total,40258 
ME,Y25-29,total,39240 
ME,Y30-34,total,45313 
ME,Y35-39,total,45206 
ME,Y40-44,total,42414 
ME,Y45-49,total,40380 
ME,Y5-9,total,37405 
ME,Y50-54,total,40395 
ME,Y55-59,total,41896 
ME,Y60-64,total,40689 
ME,Y65-69,total,35283 
ME,Y70-74,total,21437 
ME,Y75-79,total,17341 
ME,Y80-84,total,12508 
ME,Y_GE75,total,37594 
ME,Y_GE80,total,20253 
ME,Y_GE85,total,7745 
ME,Y_LT5,total,37059 
MK,TOTAL,female,1036932 
MK,UNK,female,146 
MK,Y10-14,female,54406 
MK,Y15-19,female,57937 
MK,Y20-24,female,66458 
MK,Y25-29,female,75586 
MK,Y30-34,female,80144 
MK,Y35-39,female,78738 
MK,Y40-44,female,74918 
MK,Y45-49,female,71781 
MK,Y5-9,female,55773 
MK,Y50-54,female,72044 
MK,Y55-59,female,68693 
MK,Y60-64,female,64705 
MK,Y65-69,female,57220 
MK,Y70-74,female,42329 
MK,Y75-79,female,30932 
MK,Y80-84,female,20047 
MK,Y_GE75,female,62123 
MK,Y_GE80,female,31191 
MK,Y_GE85,female,11144 
MK,Y_LT5,female,53931 
MK,TOTAL,male,1040200 
MK,UNK,male,33 
MK,Y10-14,male,57825 
MK,Y15-19,male,61733 
MK,Y20-24,male,70585 
MK,Y25-29,male,79680 
MK,Y30-34,male,83762 
MK,Y35-39,male,83099 
MK,Y40-44,male,77785 
MK,Y45-49,male,73030 
MK,Y5-9,male,60265 
MK,Y50-54,male,72716 
MK,Y55-59,male,68475 
MK,Y60-64,male,63208 
MK,Y65-69,male,50790 
MK,Y70-74,male,34514 
MK,Y75-79,male,23930 
MK,Y80-84,male,14381 
MK,Y_GE75,male,44945 
MK,Y_GE80,male,21015 
MK,Y_GE85,male,6634 
MK,Y_LT5,male,57755 
MK,TOTAL,total,2077132 
MK,UNK,total,179 
MK,Y10-14,total,112231 
MK,Y15-19,total,119670 
MK,Y20-24,total,137043 
MK,Y25-29,total,155266 
MK,Y30-34,total,163906 
MK,Y35-39,total,161837 
MK,Y40-44,total,152703 
MK,Y45-49,total,144811 
MK,Y5-9,total,116038 
MK,Y50-54,total,144760 
MK,Y55-59,total,137168 
MK,Y60-64,total,127913 
MK,Y65-69,total,108010 
MK,Y70-74,total,76843 
MK,Y75-79,total,54862 
MK,Y80-84,total,34428 
MK,Y_GE75,total,107068 
MK,Y_GE80,total,52206 
MK,Y_GE85,total,17778 
MK,Y_LT5,total,111686 
MT,TOTAL,female,241723 
MT,UNK,female,0 
MT,Y10-14,female,10200 
MT,Y15-19,female,10963 
MT,Y20-24,female,14792 
MT,Y25-29,female,20494 
MT,Y30-34,female,19446 
MT,Y35-39,female,18271 
MT,Y40-44,female,16606 
MT,Y45-49,female,14237 
MT,Y5-9,female,11090 
MT,Y50-54,female,13568 
MT,Y55-59,female,15284 
MT,Y60-64,female,15242 
MT,Y65-69,female,14536 
MT,Y70-74,female,14697 
MT,Y75-79,female,8033 
MT,Y80-84,female,6802 
MT,Y_GE75,female,20967 
MT,Y_GE80,female,12934 
MT,Y_GE85,female,6132 
MT,Y_LT5,female,11330 
MT,TOTAL,male,251836 
MT,UNK,male,0 
MT,Y10-14,male,10997 
MT,Y15-19,male,11357 
MT,Y20-24,male,17265 
MT,Y25-29,male,23017 
MT,Y30-34,male,22647 
MT,Y35-39,male,20839 
MT,Y40-44,male,18656 
MT,Y45-49,male,15668 
MT,Y5-9,male,11710 
MT,Y50-54,male,14389 
MT,Y55-59,male,15721 
MT,Y60-64,male,15413 
MT,Y65-69,male,14113 
MT,Y70-74,male,13447 
MT,Y75-79,male,6508 
MT,Y80-84,male,4858 
MT,Y_GE75,male,14420 
MT,Y_GE80,male,7912 
MT,Y_GE85,male,3054 
MT,Y_LT5,male,12177 
MT,TOTAL,total,493559 
MT,UNK,total,0 
MT,Y10-14,total,21197 
MT,Y15-19,total,22320 
MT,Y20-24,total,32057 
MT,Y25-29,total,43511 
MT,Y30-34,total,42093 
MT,Y35-39,total,39110 
MT,Y40-44,total,35262 
MT,Y45-49,total,29905 
MT,Y5-9,total,22800 
MT,Y50-54,total,27957 
MT,Y55-59,total,31005 
MT,Y60-64,total,30655 
MT,Y65-69,total,28649 
MT,Y70-74,total,28144 
MT,Y75-79,total,14541 
MT,Y80-84,total,11660 
MT,Y_GE75,total,35387 
MT,Y_GE80,total,20846 
MT,Y_GE85,total,9186 
MT,Y_LT5,total,23507 
NL,TOTAL,female,8701077 
NL,UNK,female,0 
NL,Y10-14,female,466784 
NL,Y15-19,female,513715 
NL,Y20-24,female,531643 
NL,Y25-29,female,552792 
NL,Y30-34,female,533531 
NL,Y35-39,female,514558 
NL,Y40-44,female,514928 
NL,Y45-49,female,619179 
NL,Y5-9,female,447209 
NL,Y50-54,female,634869 
NL,Y55-59,female,614931 
NL,Y60-64,female,550840 
NL,Y65-69,female,501068 
NL,Y70-74,female,467968 
NL,Y75-79,female,323806 
NL,Y80-84,female,240960 
NL,Y_GE75,female,814658 
NL,Y_GE80,female,490852 
NL,Y_GE85,female,249892 
NL,Y_LT5,female,422404 
NL,TOTAL,male,8581086 
NL,UNK,male,0 
NL,Y10-14,male,489531 
NL,Y15-19,male,538304 
NL,Y20-24,male,548282 
NL,Y25-29,male,569071 
NL,Y30-34,male,543375 
NL,Y35-39,male,516735 
NL,Y40-44,male,510460 
NL,Y45-49,male,616540 
NL,Y5-9,male,470233 
NL,Y50-54,male,641987 
NL,Y55-59,male,616601 
NL,Y60-64,male,545999 
NL,Y65-69,male,492006 
NL,Y70-74,male,445416 
NL,Y75-79,male,284920 
NL,Y80-84,male,181154 
NL,Y_GE75,male,592888 
NL,Y_GE80,male,307968 
NL,Y_GE85,male,126814 
NL,Y_LT5,male,443658 
NL,TOTAL,total,17282163 
NL,UNK,total,0 
NL,Y10-14,total,956315 
NL,Y15-19,total,1052019 
NL,Y20-24,total,1079925 
NL,Y25-29,total,1121863 
NL,Y30-34,total,1076906 
NL,Y35-39,total,1031293 
NL,Y40-44,total,1025388 
NL,Y45-49,total,1235719 
NL,Y5-9,total,917442 
NL,Y50-54,total,1276856 
NL,Y55-59,total,1231532 
NL,Y60-64,total,1096839 
NL,Y65-69,total,993074 
NL,Y70-74,total,913384 
NL,Y75-79,total,608726 
NL,Y80-84,total,422114 
NL,Y_GE75,total,1407546 
NL,Y_GE80,total,798820 
NL,Y_GE85,total,376706 
NL,Y_LT5,total,866062 
NO,TOTAL,female,2643139 
NO,UNK,female,0 
NO,Y10-14,female,155981 
NO,Y15-19,female,155334 
NO,Y20-24,female,164895 
NO,Y25-29,female,181578 
NO,Y30-34,female,178708 
NO,Y35-39,female,170931 
NO,Y40-44,female,170461 
NO,Y45-49,female,184354 
NO,Y5-9,female,155970 
NO,Y50-54,female,178097 
NO,Y55-59,female,159560 
NO,Y60-64,female,151153 
NO,Y65-69,female,136879 
NO,Y70-74,female,130391 
NO,Y75-79,female,87319 
NO,Y80-84,female,62110 
NO,Y_GE75,female,225836 
NO,Y_GE80,female,138517 
NO,Y_GE85,female,76407 
NO,Y_LT5,female,143011 
NO,TOTAL,male,2685073 
NO,UNK,male,0 
NO,Y10-14,male,164061 
NO,Y15-19,male,165165 
NO,Y20-24,male,176336 
NO,Y25-29,male,189610 
NO,Y30-34,male,186264 
NO,Y35-39,male,181466 
NO,Y40-44,male,179750 
NO,Y45-49,male,194074 
NO,Y5-9,male,164083 
NO,Y50-54,male,187947 
NO,Y55-59,male,166140 
NO,Y60-64,male,152590 
NO,Y65-69,male,136125 
NO,Y70-74,male,125400 
NO,Y75-79,male,76728 
NO,Y80-84,male,47100 
NO,Y_GE75,male,164210 
NO,Y_GE80,male,87482 
NO,Y_GE85,male,40382 
NO,Y_LT5,male,151852 
NO,TOTAL,total,5328212 
NO,UNK,total,0 
NO,Y10-14,total,320042 
NO,Y15-19,total,320499 
NO,Y20-24,total,341231 
NO,Y25-29,total,371188 
NO,Y30-34,total,364972 
NO,Y35-39,total,352397 
